date,amount,transaction_type
2006-07-31,498.0528834,transfer
2006-08-01,477.1834855,withdraw
2006-08-02,495.4093645,withdraw
2006-08-03,848.3171519,transfer
2006-08-04,833.6221263,transfer
2006-08-05,409.4847925,transfer
2006-08-06,339.9668613,transfer
2006-08-07,497.0087438,swap
2006-08-08,577.0447846,stake
2006-08-09,245.9538385,stake
2006-08-10,796.0155339,swap
2006-08-11,491.6179381,transfer
2006-08-12,340.7050929,withdraw
2006-08-13,115.752783,withdraw
2006-08-14,246.4567088,withdraw
2006-08-15,949.78836,transfer
2006-08-16,312.04869,swap
2006-08-17,177.1706965,swap
2006-08-18,466.0660637,swap
2006-08-19,314.0168659,stake
2006-08-20,44.80765777,stake
2006-08-21,329.9137651,stake
2006-08-22,548.6675377,stake
2006-08-23,556.1952483,withdraw
2006-08-24,362.993332,withdraw
2006-08-25,452.8297287,swap
2006-08-26,965.8627391,stake
2006-08-27,383.5749925,swap
2006-08-28,265.6445451,transfer
2006-08-29,251.0323736,stake
2006-08-30,463.1869666,stake
2006-08-31,761.9249472,swap
2006-09-01,213.9283023,swap
2006-09-02,712.2031659,transfer
2006-09-03,30.93832512,swap
2006-09-04,424.7436482,stake
2006-09-05,778.1064146,withdraw
2006-09-06,345.3456262,transfer
2006-09-07,568.0997304,transfer
2006-09-08,212.9294405,stake
2006-09-09,744.5754372,withdraw
2006-09-10,61.75631224,swap
2006-09-11,854.0172184,swap
2006-09-12,206.2144226,withdraw
2006-09-13,875.6540514,withdraw
2006-09-14,359.0039489,stake
2006-09-15,725.4567387,swap
2006-09-16,326.0330448,stake
2006-09-17,906.8525545,swap
2006-09-18,135.3707543,swap
2006-09-19,186.7345914,withdraw
2006-09-20,498.0998239,stake
2006-09-21,91.11905465,withdraw
2006-09-22,204.0203829,stake
2006-09-23,944.3287184,swap
2006-09-24,976.7247645,transfer
2006-09-25,382.496736,transfer
2006-09-26,924.0531608,stake
2006-09-27,549.3764289,stake
2006-09-28,277.0450412,withdraw
2006-09-29,705.3747339,swap
2006-09-30,662.3127885,transfer
2006-10-01,989.2340659,withdraw
2006-10-02,272.3968145,stake
2006-10-03,675.3389076,swap
2006-10-04,61.50351748,withdraw
2006-10-05,122.5095783,withdraw
2006-10-06,13.8791912,stake
2006-10-07,999.4660742,swap
2006-10-08,804.2509602,transfer
2006-10-09,788.8557846,withdraw
2006-10-10,514.6288145,stake
2006-10-11,307.0664121,withdraw
2006-10-12,159.7516416,stake
2006-10-13,291.8279915,stake
2006-10-14,382.2115097,stake
2006-10-15,758.746996,swap
2006-10-16,544.265171,transfer
2006-10-17,86.70879029,swap
2006-10-18,27.84871887,transfer
2006-10-19,111.3088577,stake
2006-10-20,416.3937266,transfer
2006-10-21,933.8609879,swap
2006-10-22,641.0284564,withdraw
2006-10-23,803.8076409,swap
2006-10-24,471.7108486,swap
2006-10-25,368.0494224,swap
2006-10-26,117.316369,swap
2006-10-27,877.173692,swap
2006-10-28,785.3284287,transfer
2006-10-29,176.4369166,transfer
2006-10-30,517.1379582,withdraw
2006-10-31,492.5010598,swap
2006-11-01,628.8406372,swap
2006-11-02,946.7250251,withdraw
2006-11-03,583.9737273,withdraw
2006-11-04,544.8150941,stake
2006-11-05,59.81970361,withdraw
2006-11-06,72.27840126,withdraw
2006-11-07,195.4733234,withdraw
2006-11-08,42.14606397,stake
2006-11-09,745.9193666,transfer
2006-11-10,726.097001,stake
2006-11-11,144.6956721,transfer
2006-11-12,837.7181118,withdraw
2006-11-13,163.2381745,stake
2006-11-14,308.1638311,stake
2006-11-15,256.4871302,transfer
2006-11-16,378.5840276,stake
2006-11-17,262.1171282,stake
2006-11-18,494.0614172,swap
2006-11-19,413.3338025,transfer
2006-11-20,986.7037959,stake
2006-11-21,65.36708663,stake
2006-11-22,150.7595626,withdraw
2006-11-23,62.29763497,swap
2006-11-24,629.582783,swap
2006-11-25,63.96418464,withdraw
2006-11-26,838.07534,withdraw
2006-11-27,516.8192444,withdraw
2006-11-28,531.7375483,withdraw
2006-11-29,565.9785626,swap
2006-11-30,179.1055692,stake
2006-12-01,205.7134001,stake
2006-12-02,325.6291496,withdraw
2006-12-03,597.5614517,transfer
2006-12-04,218.0165982,withdraw
2006-12-05,125.1684099,stake
2006-12-06,970.4157176,transfer
2006-12-07,31.76199666,withdraw
2006-12-08,804.6704313,transfer
2006-12-09,790.1547981,withdraw
2006-12-10,304.2419727,swap
2006-12-11,144.2703498,stake
2006-12-12,154.1723602,withdraw
2006-12-13,700.4573011,transfer
2006-12-14,646.3785252,stake
2006-12-15,784.9182175,withdraw
2006-12-16,938.1063607,withdraw
2006-12-17,695.0080896,withdraw
2006-12-18,164.2930212,withdraw
2006-12-19,251.0081906,swap
2006-12-20,843.7717936,stake
2006-12-21,217.2130151,swap
2006-12-22,81.79709378,stake
2006-12-23,706.2472535,withdraw
2006-12-24,408.5010919,stake
2006-12-25,920.839652,transfer
2006-12-26,653.7525204,stake
2006-12-27,99.51478801,transfer
2006-12-28,948.3780016,transfer
2006-12-29,265.971691,swap
2006-12-30,343.8403655,stake
2006-12-31,408.2378095,withdraw
2007-01-01,60.71205344,stake
2007-01-02,501.550268,swap
2007-01-03,132.0853062,transfer
2007-01-04,406.9606234,transfer
2007-01-05,357.2026901,swap
2007-01-06,775.1116826,swap
2007-01-07,805.1388065,stake
2007-01-08,161.8787536,transfer
2007-01-09,372.8856755,swap
2007-01-10,379.6196294,stake
2007-01-11,159.8963395,stake
2007-01-12,800.46897,withdraw
2007-01-13,710.1560451,transfer
2007-01-14,198.4779684,stake
2007-01-15,373.0546895,swap
2007-01-16,114.7469746,transfer
2007-01-17,631.9245311,swap
2007-01-18,130.1582053,swap
2007-01-19,986.0748269,stake
2007-01-20,782.8752539,stake
2007-01-21,396.3361641,withdraw
2007-01-22,582.778293,swap
2007-01-23,912.2283981,stake
2007-01-24,558.5582876,withdraw
2007-01-25,182.7535015,transfer
2007-01-26,384.916322,withdraw
2007-01-27,844.7134164,withdraw
2007-01-28,647.7708858,swap
2007-01-29,654.2171405,transfer
2007-01-30,868.1532708,swap
2007-01-31,895.0333269,swap
2007-02-01,920.5946461,withdraw
2007-02-02,103.9007013,withdraw
2007-02-03,548.6847419,stake
2007-02-04,743.104426,withdraw
2007-02-05,759.3575767,stake
2007-02-06,610.64904,swap
2007-02-07,175.1194618,withdraw
2007-02-08,799.4463484,transfer
2007-02-09,722.9102202,transfer
2007-02-10,95.27441383,swap
2007-02-11,469.1717264,swap
2007-02-12,182.2376255,withdraw
2007-02-13,344.1022753,stake
2007-02-14,27.90028128,withdraw
2007-02-15,406.3265697,stake
2007-02-16,554.3781519,withdraw
2007-02-17,623.3867669,transfer
2007-02-18,666.8554417,transfer
2007-02-19,837.9284,stake
2007-02-20,223.3082782,withdraw
2007-02-21,129.2770042,swap
2007-02-22,853.0218002,stake
2007-02-23,165.0466867,transfer
2007-02-24,975.0124805,stake
2007-02-25,844.1128471,withdraw
2007-02-26,505.8678398,swap
2007-02-27,981.6072107,swap
2007-02-28,106.4029618,stake
2007-03-01,310.0351036,withdraw
2007-03-02,641.8421709,withdraw
2007-03-03,356.5067998,swap
2007-03-04,929.0888265,transfer
2007-03-05,74.9698273,withdraw
2007-03-06,553.9177137,swap
2007-03-07,594.9576047,swap
2007-03-08,656.2008425,withdraw
2007-03-09,263.1095611,withdraw
2007-03-10,370.9207632,stake
2007-03-11,845.2437244,transfer
2007-03-12,202.9933413,stake
2007-03-13,828.5991687,stake
2007-03-14,567.0288687,swap
2007-03-15,764.5656361,swap
2007-03-16,716.4712926,transfer
2007-03-17,215.4363804,stake
2007-03-18,573.1246091,stake
2007-03-19,869.0459213,swap
2007-03-20,437.7950744,swap
2007-03-21,966.9248625,withdraw
2007-03-22,457.6929491,stake
2007-03-23,151.3577803,transfer
2007-03-24,395.5403333,stake
2007-03-25,952.1853823,swap
2007-03-26,326.5236408,withdraw
2007-03-27,869.4171783,stake
2007-03-28,882.4381749,transfer
2007-03-29,356.6846591,swap
2007-03-30,92.42508147,withdraw
2007-03-31,727.3123301,stake
2007-04-01,318.397176,transfer
2007-04-02,785.0943781,swap
2007-04-03,448.2282998,transfer
2007-04-04,490.4140749,stake
2007-04-05,780.1303127,swap
2007-04-06,388.5396978,stake
2007-04-07,448.6960719,withdraw
2007-04-08,382.4285641,stake
2007-04-09,373.6671101,withdraw
2007-04-10,530.6871111,stake
2007-04-11,810.7114501,transfer
2007-04-12,368.1506288,transfer
2007-04-13,529.0121733,swap
2007-04-14,674.0200522,transfer
2007-04-15,276.7450518,transfer
2007-04-16,284.7475769,withdraw
2007-04-17,934.0789958,transfer
2007-04-18,726.2992276,withdraw
2007-04-19,581.4148095,withdraw
2007-04-20,651.2428539,withdraw
2007-04-21,39.00644867,stake
2007-04-22,621.9219359,withdraw
2007-04-23,514.4137845,stake
2007-04-24,550.292183,withdraw
2007-04-25,365.8295886,stake
2007-04-26,90.65915874,swap
2007-04-27,201.4058413,swap
2007-04-28,951.2372661,stake
2007-04-29,414.6125666,swap
2007-04-30,472.0163243,transfer
2007-05-01,62.18269195,withdraw
2007-05-02,47.19056725,stake
2007-05-03,720.0096326,swap
2007-05-04,542.7137175,swap
2007-05-05,513.6189244,transfer
2007-05-06,250.6932851,withdraw
2007-05-07,747.3032243,transfer
2007-05-08,176.5542133,stake
2007-05-09,198.0353962,swap
2007-05-10,466.1050496,swap
2007-05-11,293.4170635,swap
2007-05-12,254.9883514,transfer
2007-05-13,648.7852681,transfer
2007-05-14,654.4620278,withdraw
2007-05-15,826.2718991,stake
2007-05-16,423.5314813,withdraw
2007-05-17,82.35424012,withdraw
2007-05-18,280.9297211,swap
2007-05-19,980.2054086,transfer
2007-05-20,600.2959895,stake
2007-05-21,712.639714,withdraw
2007-05-22,17.28425133,stake
2007-05-23,523.0236749,swap
2007-05-24,47.15337096,withdraw
2007-05-25,573.53791,transfer
2007-05-26,921.5631411,withdraw
2007-05-27,968.7349392,swap
2007-05-28,545.1471486,withdraw
2007-05-29,463.6227572,swap
2007-05-30,945.5669233,withdraw
2007-05-31,676.8737337,stake
2007-06-01,74.25028674,transfer
2007-06-02,471.0683219,swap
2007-06-03,247.8425683,stake
2007-06-04,475.1062782,swap
2007-06-05,460.9109163,withdraw
2007-06-06,586.3233548,swap
2007-06-07,363.2027854,swap
2007-06-08,172.627745,transfer
2007-06-09,508.6822402,stake
2007-06-10,831.9008555,withdraw
2007-06-11,667.3721058,transfer
2007-06-12,344.9841873,swap
2007-06-13,936.1677925,transfer
2007-06-14,913.0854955,swap
2007-06-15,217.2549154,withdraw
2007-06-16,49.02340927,swap
2007-06-17,743.8956213,transfer
2007-06-18,829.3341587,transfer
2007-06-19,968.1859203,swap
2007-06-20,890.9380301,stake
2007-06-21,604.5294205,transfer
2007-06-22,534.7518158,stake
2007-06-23,37.56264075,stake
2007-06-24,254.1898824,stake
2007-06-25,465.0186042,stake
2007-06-26,632.2188611,transfer
2007-06-27,561.679315,transfer
2007-06-28,745.2096298,stake
2007-06-29,286.9692616,transfer
2007-06-30,569.3030816,stake
2007-07-01,97.26082096,stake
2007-07-02,419.5288683,stake
2007-07-03,752.6592246,swap
2007-07-04,696.4668449,withdraw
2007-07-05,990.7363098,transfer
2007-07-06,285.1122147,transfer
2007-07-07,503.2074062,stake
2007-07-08,336.2351096,swap
2007-07-09,446.1970829,swap
2007-07-10,858.3806286,transfer
2007-07-11,687.3669844,stake
2007-07-12,883.6167794,transfer
2007-07-13,211.4759972,stake
2007-07-14,874.6275067,stake
2007-07-15,69.16465144,withdraw
2007-07-16,889.7132876,stake
2007-07-17,335.7830417,withdraw
2007-07-18,321.4417571,transfer
2007-07-19,516.9676909,transfer
2007-07-20,941.2832858,swap
2007-07-21,57.30355103,withdraw
2007-07-22,358.7086653,transfer
2007-07-23,858.0062688,withdraw
2007-07-24,402.0939327,transfer
2007-07-25,207.1653286,withdraw
2007-07-26,430.5462395,withdraw
2007-07-27,391.6969765,stake
2007-07-28,916.2620395,transfer
2007-07-29,764.315032,swap
2007-07-30,510.0644002,stake
2007-07-31,988.4868611,swap
2007-08-01,470.624756,withdraw
2007-08-02,67.65545251,stake
2007-08-03,269.6515786,withdraw
2007-08-04,441.7097754,transfer
2007-08-05,165.3335979,transfer
2007-08-06,948.0894751,swap
2007-08-07,769.1804088,transfer
2007-08-08,275.6043284,swap
2007-08-09,594.8964882,withdraw
2007-08-10,724.2346655,stake
2007-08-11,941.8661396,transfer
2007-08-12,882.8189957,withdraw
2007-08-13,520.0403039,stake
2007-08-14,776.9060936,withdraw
2007-08-15,566.5233063,swap
2007-08-16,557.1768511,withdraw
2007-08-17,123.5945388,swap
2007-08-18,134.8762814,swap
2007-08-19,534.2382789,transfer
2007-08-20,276.1729295,swap
2007-08-21,30.82653344,swap
2007-08-22,725.6108119,withdraw
2007-08-23,42.16173072,swap
2007-08-24,599.3240727,swap
2007-08-25,543.8018562,withdraw
2007-08-26,969.1265437,stake
2007-08-27,489.371008,transfer
2007-08-28,72.96542201,withdraw
2007-08-29,556.1710881,swap
2007-08-30,842.6852089,withdraw
2007-08-31,996.8807914,stake
2007-09-01,436.039742,withdraw
2007-09-02,327.0957551,withdraw
2007-09-03,907.586764,withdraw
2007-09-04,199.3297078,withdraw
2007-09-05,619.2746259,swap
2007-09-06,411.6572799,withdraw
2007-09-07,50.67154131,stake
2007-09-08,353.8155896,withdraw
2007-09-09,272.5762373,withdraw
2007-09-10,689.2302424,swap
2007-09-11,949.3025927,swap
2007-09-12,275.3667155,withdraw
2007-09-13,813.3512798,swap
2007-09-14,64.80621877,swap
2007-09-15,542.7397999,withdraw
2007-09-16,79.84456307,swap
2007-09-17,934.6926612,transfer
2007-09-18,768.6877678,transfer
2007-09-19,661.3704121,transfer
2007-09-20,825.6574178,swap
2007-09-21,651.0445976,transfer
2007-09-22,969.2549532,stake
2007-09-23,716.8183684,transfer
2007-09-24,925.4120235,stake
2007-09-25,521.9605731,swap
2007-09-26,125.8937689,transfer
2007-09-27,532.8959442,stake
2007-09-28,135.6040998,swap
2007-09-29,596.5685444,transfer
2007-09-30,487.6681299,withdraw
2007-10-01,626.3496439,transfer
2007-10-02,19.94651124,transfer
2007-10-03,202.8920867,transfer
2007-10-04,496.4171276,withdraw
2007-10-05,950.998526,stake
2007-10-06,389.77295,stake
2007-10-07,430.1283058,withdraw
2007-10-08,717.5491281,transfer
2007-10-09,607.7548297,transfer
2007-10-10,305.9368886,transfer
2007-10-11,416.7082316,stake
2007-10-12,225.5228009,stake
2007-10-13,966.3612445,withdraw
2007-10-14,139.3280377,swap
2007-10-15,378.1184167,withdraw
2007-10-16,35.5805825,stake
2007-10-17,229.561697,transfer
2007-10-18,782.666427,transfer
2007-10-19,209.16348,transfer
2007-10-20,89.2627685,transfer
2007-10-21,479.708648,swap
2007-10-22,19.86954239,withdraw
2007-10-23,93.91849288,withdraw
2007-10-24,809.5496109,stake
2007-10-25,773.7586114,withdraw
2007-10-26,915.9874322,swap
2007-10-27,855.9702816,swap
2007-10-28,686.3438076,swap
2007-10-29,61.80952873,transfer
2007-10-30,785.0201318,stake
2007-10-31,847.0557027,swap
2007-11-01,801.0913243,withdraw
2007-11-02,513.394245,withdraw
2007-11-03,240.5728203,withdraw
2007-11-04,846.8766759,swap
2007-11-05,729.8911816,swap
2007-11-06,980.9535626,withdraw
2007-11-07,164.1356718,swap
2007-11-08,233.4079372,withdraw
2007-11-09,219.6801684,transfer
2007-11-10,794.6143699,swap
2007-11-11,195.0382235,transfer
2007-11-12,75.99323153,transfer
2007-11-13,998.5751985,swap
2007-11-14,34.56903933,withdraw
2007-11-15,836.8916196,stake
2007-11-16,371.7131731,transfer
2007-11-17,843.1993052,swap
2007-11-18,559.0742863,transfer
2007-11-19,902.6149172,withdraw
2007-11-20,926.9310566,swap
2007-11-21,19.00719947,stake
2007-11-22,84.65805423,swap
2007-11-23,257.8551423,transfer
2007-11-24,672.6222622,swap
2007-11-25,889.3894745,swap
2007-11-26,465.3425318,transfer
2007-11-27,610.9033851,stake
2007-11-28,196.6148543,withdraw
2007-11-29,806.9171655,swap
2007-11-30,967.6548302,stake
2007-12-01,275.9129436,withdraw
2007-12-02,499.8776921,transfer
2007-12-03,95.2549494,stake
2007-12-04,563.5452899,stake
2007-12-05,507.7556074,swap
2007-12-06,152.9921193,transfer
2007-12-07,447.645551,swap
2007-12-08,340.7636056,transfer
2007-12-09,526.6125666,withdraw
2007-12-10,589.7977921,swap
2007-12-11,18.41062282,transfer
2007-12-12,763.3959231,transfer
2007-12-13,715.8841489,stake
2007-12-14,372.6235223,swap
2007-12-15,62.40657621,swap
2007-12-16,757.3832144,withdraw
2007-12-17,955.6234089,transfer
2007-12-18,247.7500801,stake
2007-12-19,330.2893676,transfer
2007-12-20,191.9747606,transfer
2007-12-21,581.1667621,transfer
2007-12-22,163.2929807,swap
2007-12-23,362.632004,transfer
2007-12-24,700.0428838,withdraw
2007-12-25,564.5148232,stake
2007-12-26,392.5979387,stake
2007-12-27,426.0471058,transfer
2007-12-28,566.4897738,stake
2007-12-29,15.80608061,transfer
2007-12-30,87.72476977,swap
2007-12-31,882.4454871,stake
2008-01-01,87.1001992,swap
2008-01-02,709.7355602,swap
2008-01-03,920.8377825,withdraw
2008-01-04,277.9767683,withdraw
2008-01-05,376.7865227,stake
2008-01-06,573.2321918,transfer
2008-01-07,882.8918799,transfer
2008-01-08,942.4865314,transfer
2008-01-09,742.1676156,transfer
2008-01-10,95.75356325,withdraw
2008-01-11,672.462614,transfer
2008-01-12,416.2006847,transfer
2008-01-13,475.9939895,swap
2008-01-14,58.65690644,transfer
2008-01-15,199.151518,transfer
2008-01-16,792.6084715,withdraw
2008-01-17,459.4192447,stake
2008-01-18,308.6456192,swap
2008-01-19,390.1788832,swap
2008-01-20,855.8555182,stake
2008-01-21,751.5090272,swap
2008-01-22,279.5922432,transfer
2008-01-23,126.3268218,transfer
2008-01-24,259.4782394,stake
2008-01-25,921.5488865,withdraw
2008-01-26,585.7729495,withdraw
2008-01-27,538.1454067,swap
2008-01-28,600.4296637,withdraw
2008-01-29,372.3679831,withdraw
2008-01-30,809.0359501,withdraw
2008-01-31,528.0533868,withdraw
2008-02-01,125.5804237,withdraw
2008-02-02,137.7744736,withdraw
2008-02-03,541.490555,withdraw
2008-02-04,937.2045159,swap
2008-02-05,315.2686005,transfer
2008-02-06,870.8457572,withdraw
2008-02-07,766.4546307,transfer
2008-02-08,255.3343185,stake
2008-02-09,45.97734083,transfer
2008-02-10,110.8287925,stake
2008-02-11,731.2089945,swap
2008-02-12,207.6730407,transfer
2008-02-13,377.5582113,stake
2008-02-14,506.6821743,transfer
2008-02-15,728.2134868,swap
2008-02-16,122.098911,transfer
2008-02-17,412.3027412,stake
2008-02-18,490.2221801,withdraw
2008-02-19,545.4187933,withdraw
2008-02-20,820.177035,withdraw
2008-02-21,179.9614131,swap
2008-02-22,809.7531373,withdraw
2008-02-23,695.9496434,swap
2008-02-24,560.3121061,withdraw
2008-02-25,702.5325917,swap
2008-02-26,417.8975616,swap
2008-02-27,147.0136101,transfer
2008-02-28,669.1075879,withdraw
2008-02-29,529.4255836,transfer
2008-03-01,642.9810525,stake
2008-03-02,344.6187932,withdraw
2008-03-03,907.7979116,withdraw
2008-03-04,591.4961699,withdraw
2008-03-05,94.54845945,withdraw
2008-03-06,455.3059508,transfer
2008-03-07,758.7924942,transfer
2008-03-08,796.1932161,swap
2008-03-09,499.6510822,transfer
2008-03-10,895.8000951,swap
2008-03-11,274.9917528,stake
2008-03-12,416.4927103,transfer
2008-03-13,899.6109415,swap
2008-03-14,897.2941493,withdraw
2008-03-15,688.8556411,stake
2008-03-16,860.3907417,swap
2008-03-17,97.88553429,stake
2008-03-18,866.3450264,withdraw
2008-03-19,327.4137075,withdraw
2008-03-20,186.5481973,swap
2008-03-21,246.976138,swap
2008-03-22,423.7888229,withdraw
2008-03-23,258.6800846,swap
2008-03-24,327.3619102,withdraw
2008-03-25,143.6287012,transfer
2008-03-26,303.2149979,swap
2008-03-27,576.5609764,stake
2008-03-28,447.435171,withdraw
2008-03-29,353.2515736,transfer
2008-03-30,748.9876076,swap
2008-03-31,894.5748717,withdraw
2008-04-01,759.2213307,transfer
2008-04-02,338.6806951,swap
2008-04-03,746.9977462,withdraw
2008-04-04,160.4603806,withdraw
2008-04-05,139.0148082,withdraw
2008-04-06,352.1707667,swap
2008-04-07,809.6253454,transfer
2008-04-08,253.8847648,withdraw
2008-04-09,72.62087481,transfer
2008-04-10,140.3924399,transfer
2008-04-11,860.1575188,stake
2008-04-12,637.4454519,transfer
2008-04-13,260.6691517,transfer
2008-04-14,559.7428671,transfer
2008-04-15,532.3038262,transfer
2008-04-16,658.8816187,transfer
2008-04-17,240.8556789,swap
2008-04-18,865.7589573,stake
2008-04-19,316.2748765,withdraw
2008-04-20,697.1903374,stake
2008-04-21,25.96339991,stake
2008-04-22,378.9305586,withdraw
2008-04-23,358.1927198,transfer
2008-04-24,548.0495843,withdraw
2008-04-25,82.00889916,transfer
2008-04-26,792.23006,withdraw
2008-04-27,225.6029937,swap
2008-04-28,680.2674367,stake
2008-04-29,805.180002,transfer
2008-04-30,566.2581867,stake
2008-05-01,743.4743747,transfer
2008-05-02,665.2417091,withdraw
2008-05-03,361.9744992,withdraw
2008-05-04,810.7699536,withdraw
2008-05-05,301.7543562,swap
2008-05-06,575.5007886,withdraw
2008-05-07,747.9437618,withdraw
2008-05-08,385.1663507,swap
2008-05-09,309.7399315,stake
2008-05-10,464.7525501,stake
2008-05-11,819.7838594,transfer
2008-05-12,930.6225455,stake
2008-05-13,549.6325787,transfer
2008-05-14,664.8515433,transfer
2008-05-15,904.240886,stake
2008-05-16,107.5613829,stake
2008-05-17,239.7577921,swap
2008-05-18,711.8110062,transfer
2008-05-19,825.5070173,stake
2008-05-20,858.458738,stake
2008-05-21,420.9561051,swap
2008-05-22,98.44650327,stake
2008-05-23,443.4036625,withdraw
2008-05-24,238.4272443,withdraw
2008-05-25,298.2844904,transfer
2008-05-26,774.5448813,swap
2008-05-27,84.77181517,stake
2008-05-28,829.3054053,transfer
2008-05-29,433.392395,stake
2008-05-30,600.1032918,withdraw
2008-05-31,98.75570892,stake
2008-06-01,343.9854876,stake
2008-06-02,98.80390982,stake
2008-06-03,961.9282857,withdraw
2008-06-04,809.1890328,withdraw
2008-06-05,465.0364268,swap
2008-06-06,231.3665228,withdraw
2008-06-07,934.1205542,transfer
2008-06-08,351.1506298,stake
2008-06-09,169.3745874,withdraw
2008-06-10,567.5327446,transfer
2008-06-11,944.3363791,withdraw
2008-06-12,13.7919876,stake
2008-06-13,245.7435948,transfer
2008-06-14,939.063164,withdraw
2008-06-15,179.3751072,withdraw
2008-06-16,122.1110171,transfer
2008-06-17,574.4853436,swap
2008-06-18,863.2253851,transfer
2008-06-19,482.3387195,transfer
2008-06-20,994.6186141,transfer
2008-06-21,682.3799825,transfer
2008-06-22,83.33415814,withdraw
2008-06-23,992.9038104,transfer
2008-06-24,413.8152944,transfer
2008-06-25,294.5285085,stake
2008-06-26,562.3003917,withdraw
2008-06-27,311.2645159,stake
2008-06-28,95.59293205,withdraw
2008-06-29,11.41405965,swap
2008-06-30,455.0875194,swap
2008-07-01,838.494788,withdraw
2008-07-02,576.5920338,swap
2008-07-03,999.215226,swap
2008-07-04,293.9781792,withdraw
2008-07-05,287.6505141,transfer
2008-07-06,168.1519656,stake
2008-07-07,172.4229524,withdraw
2008-07-08,292.33473,withdraw
2008-07-09,794.9116448,withdraw
2008-07-10,906.6992227,stake
2008-07-11,975.336298,withdraw
2008-07-12,239.9667576,stake
2008-07-13,882.4845702,stake
2008-07-14,334.9725384,swap
2008-07-15,121.7121391,transfer
2008-07-16,871.3246763,swap
2008-07-17,639.7445783,withdraw
2008-07-18,173.0835871,withdraw
2008-07-19,435.5329449,stake
2008-07-20,294.3851179,swap
2008-07-21,739.426623,stake
2008-07-22,458.8820683,swap
2008-07-23,989.3871457,swap
2008-07-24,64.19753244,swap
2008-07-25,361.4651135,swap
2008-07-26,487.0811654,swap
2008-07-27,508.1022192,transfer
2008-07-28,322.7764642,withdraw
2008-07-29,731.9478466,swap
2008-07-30,875.9996028,swap
2008-07-31,939.332109,stake
2008-08-01,807.042443,withdraw
2008-08-02,852.0743953,withdraw
2008-08-03,555.0398476,withdraw
2008-08-04,827.6293442,swap
2008-08-05,310.4688701,stake
2008-08-06,404.4939745,withdraw
2008-08-07,323.7438837,stake
2008-08-08,472.7134621,transfer
2008-08-09,292.7238201,transfer
2008-08-10,961.9953278,stake
2008-08-11,319.7161817,swap
2008-08-12,107.0640927,withdraw
2008-08-13,531.5489944,transfer
2008-08-14,66.52808766,transfer
2008-08-15,119.4377346,stake
2008-08-16,227.1954953,swap
2008-08-17,469.7067474,stake
2008-08-18,438.918423,stake
2008-08-19,801.6949434,stake
2008-08-20,742.0799073,stake
2008-08-21,432.0551111,stake
2008-08-22,340.3671655,swap
2008-08-23,323.3040962,stake
2008-08-24,776.2551364,swap
2008-08-25,61.55168216,withdraw
2008-08-26,22.69343302,withdraw
2008-08-27,797.588948,withdraw
2008-08-28,482.3749122,withdraw
2008-08-29,139.5723272,transfer
2008-08-30,243.2102752,swap
2008-08-31,933.1789136,withdraw
2008-09-01,860.9079459,transfer
2008-09-02,712.6871997,swap
2008-09-03,487.402978,transfer
2008-09-04,525.1203899,transfer
2008-09-05,975.4920899,stake
2008-09-06,966.1127394,transfer
2008-09-07,223.1163553,transfer
2008-09-08,812.9935206,swap
2008-09-09,205.2702395,transfer
2008-09-10,221.4021031,stake
2008-09-11,679.3321038,withdraw
2008-09-12,410.9510876,withdraw
2008-09-13,932.228963,swap
2008-09-14,98.11963755,swap
2008-09-15,516.4103844,transfer
2008-09-16,919.3363151,swap
2008-09-17,905.0725239,transfer
2008-09-18,164.9639213,swap
2008-09-19,372.9713231,withdraw
2008-09-20,622.930186,withdraw
2008-09-21,167.8009359,withdraw
2008-09-22,968.3419503,withdraw
2008-09-23,915.6018354,transfer
2008-09-24,175.2806772,transfer
2008-09-25,129.9439066,transfer
2008-09-26,94.55439798,withdraw
2008-09-27,910.3492274,stake
2008-09-28,201.6875717,withdraw
2008-09-29,422.1220793,withdraw
2008-09-30,454.362852,stake
2008-10-01,603.0209338,stake
2008-10-02,81.01799031,swap
2008-10-03,234.4910312,withdraw
2008-10-04,932.175483,stake
2008-10-05,909.3260062,swap
2008-10-06,783.4777409,stake
2008-10-07,29.20723316,stake
2008-10-08,333.7367008,swap
2008-10-09,631.679148,withdraw
2008-10-10,282.4383097,swap
2008-10-11,910.4908281,withdraw
2008-10-12,637.5505672,stake
2008-10-13,81.18765014,swap
2008-10-14,909.9155329,transfer
2008-10-15,958.1889916,stake
2008-10-16,86.93529421,swap
2008-10-17,537.0366325,stake
2008-10-18,310.3306394,swap
2008-10-19,398.9106857,withdraw
2008-10-20,187.8547058,transfer
2008-10-21,582.291381,stake
2008-10-22,958.3995597,transfer
2008-10-23,508.0418743,withdraw
2008-10-24,92.08543558,swap
2008-10-25,623.8013201,transfer
2008-10-26,346.8207645,swap
2008-10-27,857.3659377,withdraw
2008-10-28,440.3313668,stake
2008-10-29,200.9112129,withdraw
2008-10-30,199.1945665,transfer
2008-10-31,771.0765389,transfer
2008-11-01,272.9317223,transfer
2008-11-02,769.5610602,swap
2008-11-03,213.8284377,stake
2008-11-04,328.469505,transfer
2008-11-05,470.8321027,transfer
2008-11-06,943.7638912,transfer
2008-11-07,932.4141105,withdraw
2008-11-08,214.8031567,transfer
2008-11-09,364.6368508,withdraw
2008-11-10,157.9053946,transfer
2008-11-11,514.8852285,withdraw
2008-11-12,465.9767252,swap
2008-11-13,901.7525608,swap
